,collection_costs_or_attorney_fees,court_cost,current_amount_due,disposition_description,docket_number,entity_or_person_s_,interest_amount,issued_date,issuing_department,last_hearing_date,original_total_amount_due,property_address,total_administrative_costs,total_fines,total_paid,violation_number,violation_type
747,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP026570,"CITI FINANCIAL INC, ",0,2011-05-30T00:00:00.000,POLICE,2011-09-23T10:00:00.000,0.0,6511 S WINCHESTER ,0,0,0.0,P002109500,13-12-125  Duty to secure and maintain vacant building.
748,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP026570,"CITI FINANCIAL INC, ",0,2011-05-30T00:00:00.000,POLICE,2011-09-23T10:00:00.000,0.0,6511 S WINCHESTER ,0,0,0.0,P002115001,13-12-140  Watchman required
749,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP026570,"CITI FINANCIAL INC, ",0,2011-05-30T00:00:00.000,POLICE,2011-09-23T10:00:00.000,0.0,6511 S WINCHESTER ,0,0,0.0,P002115002,13-12-125  Duty to secure and maintain vacant building.
750,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP026570,"CITI FINANCIAL INC, ",0,2011-05-30T00:00:00.000,POLICE,2011-09-23T10:00:00.000,0.0,6511 S WINCHESTER ,0,0,0.0,P002115003,13-12-140  Watchman required
751,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP026570,"CITI FINANCIAL INC, ",0,2011-05-30T00:00:00.000,POLICE,2011-09-23T10:00:00.000,0.0,6511 S WINCHESTER ,0,0,0.0,P002115004,13-12-125  Duty to secure and maintain vacant building.
752,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP026570,"CITI FINANCIAL INC, ",0,2011-05-30T00:00:00.000,POLICE,2011-09-23T10:00:00.000,0.0,6511 S WINCHESTER ,0,0,0.0,P002115005,13-12-140  Watchman required
753,0,0.0,,City non-suit,11CP026588,"HSBC BANK, ",0,2011-05-30T00:00:00.000,POLICE,2011-07-01T09:00:00.000,,2053 W 66TH ,0,0,,P002109479,13-12-140  Watchman required
754,0,0.0,,City non-suit,11CP026588,"HSBC BANK, ",0,2011-05-30T00:00:00.000,POLICE,2011-07-01T09:00:00.000,,2053 W 66TH ,0,0,,P002109480,13-12-140  Watchman required
755,0,0.0,,City non-suit,11CP026588,"HSBC BANK, ",0,2011-05-30T00:00:00.000,POLICE,2011-07-01T09:00:00.000,,2053 W 66TH ,0,0,,P002109481,13-12-140  Watchman required
756,0,0.0,,City non-suit,11CP026589,"DEUTSCHE BANK TRUST, ",0,2011-05-30T00:00:00.000,POLICE,2011-08-05T09:00:00.000,,6326 S WOLCOTT ,0,0,,P002109482,13-12-125  Duty to secure and maintain vacant building.
757,0,0.0,,City non-suit,11CP026589,"DEUTSCHE BANK TRUST, ",0,2011-05-30T00:00:00.000,POLICE,2011-08-05T09:00:00.000,,6326 S WOLCOTT ,0,0,,P002109483,13-12-140  Watchman required
758,0,0.0,,City non-suit,11CP026589,"DEUTSCHE BANK TRUST, ",0,2011-05-30T00:00:00.000,POLICE,2011-08-05T09:00:00.000,,6326 S WOLCOTT ,0,0,,P002109484,13-12-125  Duty to secure and maintain vacant building.
759,0,0.0,,City non-suit,11CP026589,"DEUTSCHE BANK TRUST, ",0,2011-05-30T00:00:00.000,POLICE,2011-08-05T09:00:00.000,,6326 S WOLCOTT ,0,0,,P002109485,13-12-140  Watchman required
760,0,0.0,,City non-suit,11CP026589,"DEUTSCHE BANK TRUST, ",0,2011-05-30T00:00:00.000,POLICE,2011-08-05T09:00:00.000,,6326 S WOLCOTT ,0,0,,P002109486,13-12-125  Duty to secure and maintain vacant building.
761,0,0.0,,City non-suit,11CP026589,"DEUTSCHE BANK TRUST, ",0,2011-05-30T00:00:00.000,POLICE,2011-08-05T09:00:00.000,,6326 S WOLCOTT ,0,0,,P002109487,13-12-140  Watchman required
762,0,,5718.76,Default - Liable by prove-up,11CP026592,"WELLS FARGO HOME MORTGAGE, ",0,2011-05-30T00:00:00.000,POLICE,2011-07-01T09:00:00.000,1223.88,6329 S PAULINA ,0,4300,36.09,P002109494,13-12-125  Duty to secure and maintain vacant building.
763,0,,5718.76,Default - Liable by prove-up,11CP026592,"WELLS FARGO HOME MORTGAGE, ",0,2011-05-30T00:00:00.000,POLICE,2011-07-01T09:00:00.000,1223.88,6329 S PAULINA ,0,4300,36.09,P002109495,13-12-140  Watchman required
764,0,,5718.76,Default - Liable by prove-up,11CP026592,"WELLS FARGO HOME MORTGAGE, ",0,2011-05-30T00:00:00.000,POLICE,2011-07-01T09:00:00.000,1223.88,6329 S PAULINA ,0,4300,36.09,P002109496,13-12-125  Duty to secure and maintain vacant building.
765,0,,5718.76,Default - Liable by prove-up,11CP026592,"WELLS FARGO HOME MORTGAGE, ",0,2011-05-30T00:00:00.000,POLICE,2011-07-01T09:00:00.000,1223.88,6329 S PAULINA ,0,4300,36.09,P002109497,13-12-140  Watchman required
766,0,,5718.76,Default - Liable by prove-up,11CP026592,"WELLS FARGO HOME MORTGAGE, ",0,2011-05-30T00:00:00.000,POLICE,2011-07-01T09:00:00.000,1223.88,6329 S PAULINA ,0,4300,36.09,P002109498,13-12-125  Duty to secure and maintain vacant building.
767,0,,5718.76,Default - Liable by prove-up,11CP026592,"WELLS FARGO HOME MORTGAGE, ",0,2011-05-30T00:00:00.000,POLICE,2011-07-01T09:00:00.000,1223.88,6329 S PAULINA ,0,4300,36.09,P002109499,13-12-140  Watchman required
768,0,0.0,,City non-suit,11CP026593,"REO PROPERTY, ",0,2011-05-31T00:00:00.000,POLICE,2011-07-01T09:00:00.000,,1256 W 72ND ST ,0,0,,P002109390,13-12-125  Duty to secure and maintain vacant building.
769,0,0.0,,City non-suit,11CP026593,"REO PROPERTY, ",0,2011-05-31T00:00:00.000,POLICE,2011-07-01T09:00:00.000,,1256 W 72ND ST ,0,0,,P002109391,13-12-140  Watchman required
770,0,0.0,,City non-suit,11CP026593,"REO PROPERTY, ",0,2011-05-31T00:00:00.000,POLICE,2011-07-01T09:00:00.000,,1256 W 72ND ST ,0,0,,P002109392,13-12-125  Duty to secure and maintain vacant building.
771,0,0.0,,City non-suit,11CP026593,"REO PROPERTY, ",0,2011-05-31T00:00:00.000,POLICE,2011-07-01T09:00:00.000,,1256 W 72ND ST ,0,0,,P002109393,13-12-140  Watchman required
772,0,0.0,,City non-suit,11CP026593,"REO PROPERTY, ",0,2011-05-31T00:00:00.000,POLICE,2011-07-01T09:00:00.000,,1256 W 72ND ST ,0,0,,P002109394,13-12-125  Duty to secure and maintain vacant building.
773,0,0.0,,City non-suit,11CP026593,"REO PROPERTY, ",0,2011-05-31T00:00:00.000,POLICE,2011-07-01T09:00:00.000,,1256 W 72ND ST ,0,0,,P002109395,13-12-140  Watchman required
774,0,,1083.22,City non-suit,11BS04362A,"DEUTSCHE BK NAT'L TR CO TRUSTEE OF ARGENT MTG SECURITIES INC ASSET-BACKED PASS THRU CERT SERIES 2006-W4, ",0,2011-06-01T00:00:00.000,BLDINGS,2011-09-08T09:00:00.000,0.0,3330 W 58TH ,0,1000,0.0,11WO295906,"193105 Register and secure vacant building. (13-12-125 (a)(1), 13-12-125 (b)(1) )."
775,0,,1083.22,City non-suit,11BS04362A,"DEUTSCHE BK NAT'L TR CO TRUSTEE OF ARGENT MTG SECURITIES INC ASSET-BACKED PASS THRU CERT SERIES 2006-W4, ",0,2011-06-01T00:00:00.000,BLDINGS,2011-09-08T09:00:00.000,0.0,3330 W 58TH ,0,1000,0.0,11WO295906,193110 Insure and secure vacant building. (13-12-125 (a).
776,0,,1083.22,City non-suit,11BS04362A,"DEUTSCHE BK NAT'L TR CO TRUSTEE OF ARGENT MTG SECURITIES INC ASSET-BACKED PASS THRU CERT SERIES 2006-W4, ",0,2011-06-01T00:00:00.000,BLDINGS,2011-09-08T09:00:00.000,0.0,5758 S CHRISTIANA ,0,1000,0.0,11WO295906,"193105 Register and secure vacant building. (13-12-125 (a)(1), 13-12-125 (b)(1) )."
777,0,,1083.22,City non-suit,11BS04362A,"DEUTSCHE BK NAT'L TR CO TRUSTEE OF ARGENT MTG SECURITIES INC ASSET-BACKED PASS THRU CERT SERIES 2006-W4, ",0,2011-06-01T00:00:00.000,BLDINGS,2011-09-08T09:00:00.000,0.0,5758 S CHRISTIANA ,0,1000,0.0,11WO295906,193110 Insure and secure vacant building. (13-12-125 (a).
778,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP030723,"FRANKLIN CREDIT MANG CORP, ",0,2011-06-01T00:00:00.000,POLICE,2011-08-05T09:00:00.000,0.0,38 S WHIPPLE ,0,0,0.0,P002146707,13-12-125  Duty to secure and maintain vacant building.
779,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP030723,"FRANKLIN CREDIT MANG CORP, ",0,2011-06-01T00:00:00.000,POLICE,2011-08-05T09:00:00.000,0.0,38 S WHIPPLE ,0,0,0.0,P002146708,13-12-140  Watchman required
780,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP030723,"FRANKLIN CREDIT MANG CORP, ",0,2011-06-01T00:00:00.000,POLICE,2011-08-05T09:00:00.000,0.0,38 S WHIPPLE ,0,0,0.0,P002208380,13-12-125  Duty to secure and maintain vacant building.
781,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP030723,"FRANKLIN CREDIT MANG CORP, ",0,2011-06-01T00:00:00.000,POLICE,2011-08-05T09:00:00.000,0.0,38 S WHIPPLE ,0,0,0.0,P002208381,13-12-140  Watchman required
782,0,,1340.0,Liable - By plea,11CP030730,"DEUTSCHE BANK TRUST NATL CO, ",0,2011-06-01T00:00:00.000,POLICE,2011-07-01T01:00:00.000,0.0,3919 W JACKSON ,0,1300,0.0,P002208208,13-12-125  Duty to secure and maintain vacant building.
783,0,,1340.0,Liable - By plea,11CP030730,"DEUTSCHE BANK TRUST NATL CO, ",0,2011-06-01T00:00:00.000,POLICE,2011-07-01T01:00:00.000,0.0,3919 W JACKSON ,0,1300,0.0,P002208209,13-12-140  Watchman required
784,0,0.0,,City non-suit,11CP030734,"DEUTSCHE BANK TRUST NATL CO, ",0,2011-06-01T00:00:00.000,POLICE,2011-07-01T01:00:00.000,,4221 W WILCOX ,0,0,,P002208214,13-12-125  Duty to secure and maintain vacant building.
785,0,0.0,,City non-suit,11CP030734,"DEUTSCHE BANK TRUST NATL CO, ",0,2011-06-01T00:00:00.000,POLICE,2011-07-01T01:00:00.000,,4221 W WILCOX ,0,0,,P002208215,13-12-140  Watchman required
786,0,0.0,,City non-suit,11CP030741,"SAXTON MORTGAGE SERVICE INC, ",0,2011-06-01T00:00:00.000,POLICE,2011-07-01T01:00:00.000,,1112 S ST LOUIS ,0,0,,P002208382,13-12-125  Duty to secure and maintain vacant building.
787,0,0.0,,City non-suit,11CP030741,"SAXTON MORTGAGE SERVICE INC, ",0,2011-06-01T00:00:00.000,POLICE,2011-07-01T01:00:00.000,,1112 S ST LOUIS ,0,0,,P002208383,13-12-140  Watchman required
788,0,0.0,,Dismissed for want of prosecution - No service,11CP035675,"DEUTSCHE BANK NATL TR CO, ",0,2011-06-01T00:00:00.000,POLICE,2011-08-05T01:00:00.000,,11827 S YALE ,0,0,,P002165500,13-12-140  Watchman required
789,0,,676.32,City non-suit,11CP036331,"CITI PROPERTY HOLDINGS INC, ",0,2011-06-01T00:00:00.000,POLICE,2011-08-05T01:00:00.000,95.88,12053 S WENTWORTH ,0,300,0.0,P002165496,13-12-125  Duty to secure and maintain vacant building.
790,0,,676.32,Default - Liable by prove-up,11CP036331,"CITI PROPERTY HOLDINGS INC, ",0,2011-06-01T00:00:00.000,POLICE,2011-08-05T01:00:00.000,95.88,12053 S WENTWORTH ,0,300,0.0,P002165497,13-12-140  Watchman required
791,0,,466.85,City non-suit,11CP036338,"CITI MORTGAGE INC, ",0,2011-06-01T00:00:00.000,POLICE,2011-08-05T01:00:00.000,95.88,11837 S LAFAYETTE ,0,300,0.0,P002165486,13-12-125  Duty to secure and maintain vacant building.
792,0,,466.85,Default - Liable by prove-up,11CP036338,"CITI MORTGAGE INC, ",0,2011-06-01T00:00:00.000,POLICE,2011-08-05T01:00:00.000,95.88,11837 S LAFAYETTE ,0,300,0.0,P002165487,13-12-140  Watchman required
793,0,0.0,,City non-suit,11CP036352,"COVENANT BANK, ",0,2011-06-01T00:00:00.000,POLICE,2011-08-05T11:00:00.000,,11940 S YALE ,0,0,,P002148991,13-12-125  Duty to secure and maintain vacant building.
794,0,0.0,,City non-suit,11CP036352,"COVENANT BANK, ",0,2011-06-01T00:00:00.000,POLICE,2011-08-05T11:00:00.000,,11940 S YALE ,0,0,,P002148992,13-12-140  Watchman required
795,0,,340.34,City non-suit,11CP036355,"JP MORGAN CHASE BANK NA, ",0,2011-06-01T00:00:00.000,POLICE,2011-08-05T01:00:00.000,0.0,152 W 117TH ,0,300,0.0,P002165490,13-12-125  Duty to secure and maintain vacant building.
796,0,,340.34,Default - Liable by prove-up,11CP036355,"JP MORGAN CHASE BANK NA, ",0,2011-06-01T00:00:00.000,POLICE,2011-08-05T01:00:00.000,0.0,152 W 117TH ,0,300,0.0,P002165491,13-12-140  Watchman required
797,0,0.0,,City non-suit,11CP036357,"DEUTSCHE BANK NATL TR CO, ",0,2011-06-01T00:00:00.000,POLICE,2011-08-05T11:00:00.000,,11818 S YALE ,0,0,,P002148997,13-12-125  Duty to secure and maintain vacant building.
798,0,0.0,,City non-suit,11CP036357,"DEUTSCHE BANK NATL TR CO, ",0,2011-06-01T00:00:00.000,POLICE,2011-08-05T11:00:00.000,,11818 S YALE ,0,0,,P002148998,13-12-140  Watchman required
799,0,0.0,,City non-suit,11CP026967,"WELLS FARGO, ",0,2011-06-02T00:00:00.000,POLICE,2011-08-05T02:30:00.000,,3918 W GRENSHAW ,0,0,,P002501368,13-12-140  Watchman required
800,0,0.0,,City non-suit,11CP026967,"WELLS FARGO, ",0,2011-06-02T00:00:00.000,POLICE,2011-08-05T02:30:00.000,,3918 W GRENSHAW ,0,0,,P002501369,13-12-125  Duty to secure and maintain vacant building.
801,0,0.0,,City non-suit,11CP026967,"WELLS FARGO, ",0,2011-06-02T00:00:00.000,POLICE,2011-08-05T02:30:00.000,,3918 W GRENSHAW ,0,0,,P002501370,13-12-140  Watchman required
802,0,0.0,,City non-suit,11CP026967,"WELLS FARGO, ",0,2011-06-02T00:00:00.000,POLICE,2011-08-05T02:30:00.000,,3918 W GRENSHAW ,0,0,,P002501371,13-12-125  Duty to secure and maintain vacant building.
803,0,,1803.77,City non-suit,11CP029655,"HSBC MORTGAGE, ",0,2011-06-03T00:00:00.000,POLICE,2011-08-05T09:00:00.000,377.88,1427 W 73RD PL ,0,1300,26.09,P002115628,13-12-125  Duty to secure and maintain vacant building.
804,0,,1803.77,City non-suit,11CP029655,"HSBC MORTGAGE, ",0,2011-06-03T00:00:00.000,POLICE,2011-08-05T09:00:00.000,377.88,1427 W 73RD PLACE ,0,1300,26.09,P002115628,13-12-125  Duty to secure and maintain vacant building.
805,0,,1803.77,Default - Liable by prove-up,11CP029655,"HSBC MORTGAGE, ",0,2011-06-03T00:00:00.000,POLICE,2011-08-05T09:00:00.000,377.88,1427 W 73RD PL ,0,1300,26.09,P002115629,13-12-140  Watchman required
806,0,,1803.77,Default - Liable by prove-up,11CP029655,"HSBC MORTGAGE, ",0,2011-06-03T00:00:00.000,POLICE,2011-08-05T09:00:00.000,377.88,1427 W 73RD PLACE ,0,1300,26.09,P002115629,13-12-140  Watchman required
807,0,,1803.77,City non-suit,11CP029655,"HSBC MORTGAGE, ",0,2011-06-03T00:00:00.000,POLICE,2011-08-05T09:00:00.000,377.88,1427 W 73RD PL ,0,1300,26.09,P002115630,13-12-125  Duty to secure and maintain vacant building.
808,0,,1803.77,City non-suit,11CP029655,"HSBC MORTGAGE, ",0,2011-06-03T00:00:00.000,POLICE,2011-08-05T09:00:00.000,377.88,1427 W 73RD PLACE ,0,1300,26.09,P002115630,13-12-125  Duty to secure and maintain vacant building.
809,0,,1803.77,Default - Liable by prove-up,11CP029655,"HSBC MORTGAGE, ",0,2011-06-03T00:00:00.000,POLICE,2011-08-05T09:00:00.000,377.88,1427 W 73RD PL ,0,1300,26.09,P002115631,13-12-140  Watchman required
810,0,,1803.77,Default - Liable by prove-up,11CP029655,"HSBC MORTGAGE, ",0,2011-06-03T00:00:00.000,POLICE,2011-08-05T09:00:00.000,377.88,1427 W 73RD PLACE ,0,1300,26.09,P002115631,13-12-140  Watchman required
811,0,,1803.77,City non-suit,11CP029655,"HSBC MORTGAGE, ",0,2011-06-03T00:00:00.000,POLICE,2011-08-05T09:00:00.000,377.88,1427 W 73RD PL ,0,1300,26.09,P002115632,13-12-125  Duty to secure and maintain vacant building.
812,0,,1803.77,City non-suit,11CP029655,"HSBC MORTGAGE, ",0,2011-06-03T00:00:00.000,POLICE,2011-08-05T09:00:00.000,377.88,1427 W 73RD PLACE ,0,1300,26.09,P002115632,13-12-125  Duty to secure and maintain vacant building.
813,0,,1803.77,Default - Liable by prove-up,11CP029655,"HSBC MORTGAGE, ",0,2011-06-03T00:00:00.000,POLICE,2011-08-05T09:00:00.000,377.88,1427 W 73RD PL ,0,1300,26.09,P002115633,13-12-140  Watchman required
814,0,,1803.77,Default - Liable by prove-up,11CP029655,"HSBC MORTGAGE, ",0,2011-06-03T00:00:00.000,POLICE,2011-08-05T09:00:00.000,377.88,1427 W 73RD PLACE ,0,1300,26.09,P002115633,13-12-140  Watchman required
815,0,,5649.82,Default - Liable by prove-up,11CP026596,"DEUTSCHE BANK, ",0,2011-06-04T00:00:00.000,POLICE,2011-07-01T09:00:00.000,1222.07,6840 S CAMPBELL ,0,4300,0.0,P002064807,13-12-140  Watchman required
816,0,,5649.82,Default - Liable by prove-up,11CP026596,"DEUTSCHE BANK, ",0,2011-06-04T00:00:00.000,POLICE,2011-07-01T09:00:00.000,1222.07,6840 S CAMPBELL ,0,4300,0.0,P002064808,13-12-125  Duty to secure and maintain vacant building.
817,0,,5649.82,Default - Liable by prove-up,11CP026596,"DEUTSCHE BANK, ",0,2011-06-04T00:00:00.000,POLICE,2011-07-01T09:00:00.000,1222.07,6840 S CAMPBELL ,0,4300,0.0,P002064815,13-12-140  Watchman required
818,0,,5649.82,Default - Liable by prove-up,11CP026596,"DEUTSCHE BANK, ",0,2011-06-04T00:00:00.000,POLICE,2011-07-01T09:00:00.000,1222.07,6840 S CAMPBELL ,0,4300,0.0,P002064816,13-12-125  Duty to secure and maintain vacant building.
819,0,,5649.82,Default - Liable by prove-up,11CP026596,"DEUTSCHE BANK, ",0,2011-06-04T00:00:00.000,POLICE,2011-07-01T09:00:00.000,1222.07,6840 S CAMPBELL ,0,4300,0.0,P002064823,13-12-140  Watchman required
820,0,,5649.82,Default - Liable by prove-up,11CP026596,"DEUTSCHE BANK, ",0,2011-06-04T00:00:00.000,POLICE,2011-07-01T09:00:00.000,1222.07,6840 S CAMPBELL ,0,4300,0.0,P002064824,13-12-125  Duty to secure and maintain vacant building.
821,0,,1742.99,City non-suit,11CP029657,"WELLS FARGO HOME MORTGAGE, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,377.88,6329 S PAULINA ,0,1300,0.0,P002115054,13-12-125  Duty to secure and maintain vacant building.
822,0,,1742.99,Default - Liable by prove-up,11CP029657,"WELLS FARGO HOME MORTGAGE, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,377.88,6329 S PAULINA ,0,1300,0.0,P002115055,13-12-140  Watchman required
823,0,,1742.99,City non-suit,11CP029657,"WELLS FARGO HOME MORTGAGE, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,377.88,6329 S PAULINA ,0,1300,0.0,P002115056,13-12-125  Duty to secure and maintain vacant building.
824,0,,1742.99,Default - Liable by prove-up,11CP029657,"WELLS FARGO HOME MORTGAGE, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,377.88,6329 S PAULINA ,0,1300,0.0,P002115057,13-12-140  Watchman required
825,0,,1742.99,City non-suit,11CP029657,"WELLS FARGO HOME MORTGAGE, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,377.88,6329 S PAULINA ,0,1300,0.0,P002115058,13-12-125  Duty to secure and maintain vacant building.
826,0,,1742.99,Default - Liable by prove-up,11CP029657,"WELLS FARGO HOME MORTGAGE, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,377.88,6329 S PAULINA ,0,1300,0.0,P002115059,13-12-140  Watchman required
827,0,0.0,,City non-suit,11CP029658,"DEUTSCHE BANK TRUST, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,,6326 S PAULINA ,0,0,,P002115048,13-12-125  Duty to secure and maintain vacant building.
828,0,0.0,,City non-suit,11CP029658,"DEUTSCHE BANK TRUST, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,,6326 S WOLCOTT ,0,0,,P002115048,13-12-125  Duty to secure and maintain vacant building.
829,0,0.0,,City non-suit,11CP029658,"DEUTSCHE BANK TRUST, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,,6326 S PAULINA ,0,0,,P002115049,13-12-140  Watchman required
830,0,0.0,,City non-suit,11CP029658,"DEUTSCHE BANK TRUST, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,,6326 S WOLCOTT ,0,0,,P002115049,13-12-140  Watchman required
831,0,0.0,,City non-suit,11CP029658,"DEUTSCHE BANK TRUST, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,,6326 S PAULINA ,0,0,,P002115050,13-12-125  Duty to secure and maintain vacant building.
832,0,0.0,,City non-suit,11CP029658,"DEUTSCHE BANK TRUST, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,,6326 S WOLCOTT ,0,0,,P002115050,13-12-125  Duty to secure and maintain vacant building.
833,0,0.0,,City non-suit,11CP029658,"DEUTSCHE BANK TRUST, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,,6326 S PAULINA ,0,0,,P002115051,13-12-140  Watchman required
834,0,0.0,,City non-suit,11CP029658,"DEUTSCHE BANK TRUST, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,,6326 S WOLCOTT ,0,0,,P002115051,13-12-140  Watchman required
835,0,0.0,,City non-suit,11CP029658,"DEUTSCHE BANK TRUST, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,,6326 S PAULINA ,0,0,,P002115052,13-12-125  Duty to secure and maintain vacant building.
836,0,0.0,,City non-suit,11CP029658,"DEUTSCHE BANK TRUST, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,,6326 S WOLCOTT ,0,0,,P002115052,13-12-125  Duty to secure and maintain vacant building.
837,0,0.0,,City non-suit,11CP029658,"DEUTSCHE BANK TRUST, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,,6326 S PAULINA ,0,0,,P002115053,13-12-140  Watchman required
838,0,0.0,,City non-suit,11CP029658,"DEUTSCHE BANK TRUST, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,,6326 S WOLCOTT ,0,0,,P002115053,13-12-140  Watchman required
839,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP029660,"CITI FINANCIAL INC, ",0,2011-06-06T00:00:00.000,POLICE,2011-10-07T10:00:00.000,0.0,6511 S WINCHESTER ,0,0,0.0,P002115036,13-12-125  Duty to secure and maintain vacant building.
840,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP029660,"CITI FINANCIAL INC, ",0,2011-06-06T00:00:00.000,POLICE,2011-10-07T10:00:00.000,0.0,6511 S WINCHESTER ,0,0,0.0,P002115037,13-12-140  Watchman required
841,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP029660,"CITI FINANCIAL INC, ",0,2011-06-06T00:00:00.000,POLICE,2011-10-07T10:00:00.000,0.0,6511 S WINCHESTER ,0,0,0.0,P002115038,13-12-125  Duty to secure and maintain vacant building.
842,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP029660,"CITI FINANCIAL INC, ",0,2011-06-06T00:00:00.000,POLICE,2011-10-07T10:00:00.000,0.0,6511 S WINCHESTER ,0,0,0.0,P002115039,13-12-140  Watchman required
843,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP029660,"CITI FINANCIAL INC, ",0,2011-06-06T00:00:00.000,POLICE,2011-10-07T10:00:00.000,0.0,6511 S WINCHESTER ,0,0,0.0,P002115040,13-12-125  Duty to secure and maintain vacant building.
844,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP029660,"CITI FINANCIAL INC, ",0,2011-06-06T00:00:00.000,POLICE,2011-10-07T10:00:00.000,0.0,6511 S WINCHESTER ,0,0,0.0,P002115041,13-12-140  Watchman required
845,0,0.0,,City non-suit,11CP029661,"H S B C BANK, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,,2053 W 66TH ,0,0,,P002115033,13-12-140  Watchman required
846,0,0.0,,City non-suit,11CP029661,"H S B C BANK, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,,2053 W 66TH ,0,0,,P002115034,13-12-140  Watchman required
847,0,0.0,,City non-suit,11CP029661,"H S B C BANK, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,,2053 W 66TH ,0,0,,P002115035,13-12-140  Watchman required
848,0,,5811.86,Default - Liable by prove-up,11CP029662,"SMITH ROTHCHILD FINANCIAL, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,1223.88,2022 W 68TH ,0,4300,36.09,P002115021,13-12-125  Duty to secure and maintain vacant building.
849,0,,5811.86,Default - Liable by prove-up,11CP029662,"SMITH ROTHCHILD FINANCIAL, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,1223.88,2022 W 68TH ,0,4300,36.09,P002115022,13-12-140  Watchman required
850,0,,5811.86,Default - Liable by prove-up,11CP029662,"SMITH ROTHCHILD FINANCIAL, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,1223.88,2022 W 68TH ,0,4300,36.09,P002115023,13-12-125  Duty to secure and maintain vacant building.
851,0,,5811.86,Default - Liable by prove-up,11CP029662,"SMITH ROTHCHILD FINANCIAL, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,1223.88,2022 W 68TH ,0,4300,36.09,P002115024,13-12-140  Watchman required
852,0,,5811.86,Default - Liable by prove-up,11CP029662,"SMITH ROTHCHILD FINANCIAL, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,1223.88,2022 W 68TH ,0,4300,36.09,P002115025,13-12-125  Duty to secure and maintain vacant building.
853,0,,5811.86,Default - Liable by prove-up,11CP029662,"SMITH ROTHCHILD FINANCIAL, ",0,2011-06-06T00:00:00.000,POLICE,2011-08-05T09:00:00.000,1223.88,2022 W 68TH ,0,4300,36.09,P002115026,13-12-140  Watchman required
854,0,0.0,,City non-suit,11CP029654,"CARRINGTON MORTGAGE, ",0,2011-06-07T00:00:00.000,POLICE,2011-08-05T09:00:00.000,,6929 S JUSTINE ,0,0,,P002115622,13-12-125  Duty to secure and maintain vacant building.
855,0,0.0,,City non-suit,11CP029654,"CARRINGTON MORTGAGE, ",0,2011-06-07T00:00:00.000,POLICE,2011-08-05T09:00:00.000,,6929 S JUSTINE ,0,0,,P002115623,13-12-140  Watchman required
